datetime,machineID
6/4/2015 6:00,15
8/3/2015 6:00,15
11/1/2015 6:00,15
12/31/2015 6:00,15
1/2/2015 3:00,16
1/17/2015 6:00,16
3/3/2015 6:00,16
4/2/2015 6:00,16
5/17/2015 6:00,16
6/1/2015 6:00,16
6/16/2015 6:00,16
7/1/2015 6:00,16
8/15/2015 6:00,16
10/14/2015 6:00,16
11/28/2015 6:00,16
1/2/2015 3:00,17
1/16/2015 6:00,17
2/15/2015 6:00,17
3/17/2015 6:00,17
4/1/2015 6:00,17
5/16/2015 6:00,17
6/15/2015 6:00,17
7/15/2015 6:00,17
7/30/2015 6:00,17
8/29/2015 6:00,17
10/28/2015 6:00,17
11/27/2015 6:00,17
12/27/2015 6:00,17
1/30/2015 6:00,18
3/31/2015 6:00,18
5/15/2015 6:00,18
6/29/2015 6:00,18
7/29/2015 6:00,18
8/28/2015 6:00,18
9/12/2015 6:00,18
10/27/2015 6:00,18
1/13/2015 6:00,19
2/27/2015 6:00,19
4/13/2015 6:00,19
6/27/2015 6:00,19
9/10/2015 6:00,19
11/24/2015 6:00,19
12/9/2015 6:00,19
1/4/2015 6:00,20
1/19/2015 6:00,20
2/3/2015 6:00,20
3/20/2015 6:00,20
4/4/2015 6:00,20
4/19/2015 6:00,20
7/18/2015 6:00,20
8/17/2015 6:00,20
10/1/2015 6:00,20
10/31/2015 6:00,20
11/15/2015 6:00,20
12/15/2015 6:00,20
12/30/2015 6:00,20
1/23/2015 6:00,21
4/8/2015 6:00,21
5/8/2015 6:00,21
8/6/2015 6:00,21
9/5/2015 6:00,21
9/20/2015 6:00,21
10/5/2015 6:00,21
11/4/2015 6:00,21
12/4/2015 6:00,21
12/19/2015 6:00,21
1/2/2015 3:00,22
2/6/2015 6:00,22
3/23/2015 6:00,22
4/7/2015 6:00,22
4/22/2015 6:00,22
5/22/2015 6:00,22
6/21/2015 6:00,22
7/6/2015 6:00,22
8/5/2015 6:00,22
8/20/2015 6:00,22
9/19/2015 6:00,22
11/3/2015 6:00,22
11/18/2015 6:00,22
1/5/2015 6:00,23
1/20/2015 6:00,23
3/21/2015 6:00,23
4/5/2015 6:00,23
6/4/2015 6:00,23
7/19/2015 6:00,23
8/3/2015 6:00,23
9/2/2015 6:00,23
10/2/2015 6:00,23
10/17/2015 6:00,23
11/16/2015 6:00,23
12/16/2015 6:00,23
1/2/2015 6:00,24
2/16/2015 6:00,24
4/2/2015 6:00,24
4/17/2015 6:00,24
7/1/2015 6:00,24
7/31/2015 6:00,24
9/29/2015 6:00,24
10/14/2015 6:00,24
11/13/2015 6:00,24
11/28/2015 6:00,24
3/5/2015 6:00,25
5/4/2015 6:00,25
6/3/2015 6:00,25
8/17/2015 6:00,25
10/31/2015 6:00,25
11/30/2015 6:00,25
4/6/2015 6:00,26
8/19/2015 6:00,26
9/3/2015 6:00,26
10/18/2015 6:00,26
11/2/2015 6:00,26
11/17/2015 6:00,26
1/10/2015 6:00,27
1/25/2015 6:00,27
2/24/2015 6:00,27
3/17/2015 6:00,28
5/1/2015 6:00,28
6/15/2015 6:00,28
8/14/2015 6:00,28
12/27/2015 6:00,28
3/3/2015 6:00,29
11/28/2015 6:00,29
1/9/2015 6:00,30
3/25/2015 6:00,30
8/7/2015 6:00,30
12/5/2015 6:00,30
3/23/2015 6:00,31
5/22/2015 6:00,31
7/6/2015 6:00,31
9/4/2015 6:00,31
10/19/2015 6:00,31
11/18/2015 6:00,31
1/10/2015 6:00,32
2/9/2015 6:00,32
3/11/2015 6:00,32
4/10/2015 6:00,32
5/10/2015 6:00,32
6/24/2015 6:00,32
8/8/2015 6:00,32
9/22/2015 6:00,32
11/6/2015 6:00,32
1/31/2015 6:00,33
4/1/2015 6:00,33
5/1/2015 6:00,33
5/31/2015 6:00,33
6/15/2015 6:00,33
8/29/2015 6:00,33
9/28/2015 6:00,33
11/27/2015 6:00,33
4/16/2015 6:00,34
10/28/2015 6:00,34
11/12/2015 6:00,34
1/2/2015 3:00,35
1/6/2015 6:00,35
2/5/2015 6:00,35
3/22/2015 6:00,35
4/6/2015 6:00,35
5/6/2015 6:00,35
5/21/2015 6:00,35
7/20/2015 6:00,35
8/4/2015 6:00,35
9/18/2015 6:00,35
2/21/2015 6:00,36
6/6/2015 6:00,36
6/21/2015 6:00,36
9/4/2015 6:00,36
1/4/2015 6:00,37
2/3/2015 6:00,37
4/19/2015 6:00,37
5/19/2015 6:00,37
6/3/2015 6:00,37
6/18/2015 6:00,37
7/3/2015 6:00,37
7/18/2015 6:00,37
8/17/2015 6:00,37
9/16/2015 6:00,37
10/1/2015 6:00,37
11/15/2015 6:00,37
11/30/2015 6:00,37
12/15/2015 6:00,37
1/17/2015 6:00,38
4/2/2015 6:00,38
4/17/2015 6:00,38
7/1/2015 6:00,38
8/30/2015 6:00,38
12/13/2015 6:00,38
4/1/2015 6:00,39
7/30/2015 6:00,39
10/13/2015 6:00,39
12/27/2015 6:00,39
1/4/2015 6:00,40
2/18/2015 6:00,40
4/4/2015 6:00,40
6/3/2015 6:00,40
6/18/2015 6:00,40
7/3/2015 6:00,40
8/17/2015 6:00,40
11/30/2015 6:00,40
12/15/2015 6:00,40
2/1/2015 6:00,41
5/2/2015 6:00,41
10/29/2015 6:00,41
1/21/2015 6:00,42
4/6/2015 6:00,42
5/6/2015 6:00,42
6/5/2015 6:00,42
6/20/2015 6:00,42
8/19/2015 6:00,42
9/18/2015 6:00,42
11/17/2015 6:00,42
12/17/2015 6:00,42
2/5/2015 6:00,43
2/20/2015 6:00,43
3/22/2015 6:00,43
5/21/2015 6:00,43
6/5/2015 6:00,43
7/20/2015 6:00,43
8/4/2015 6:00,43
10/3/2015 6:00,43
11/2/2015 6:00,43
11/17/2015 6:00,43
3/16/2015 6:00,44
6/14/2015 6:00,44
7/29/2015 6:00,44
8/28/2015 6:00,44
1/2/2015 3:00,45
1/22/2015 6:00,45
2/21/2015 6:00,45
5/22/2015 6:00,45
7/21/2015 6:00,45
10/19/2015 6:00,45
11/3/2015 6:00,45
2/22/2015 6:00,46
11/19/2015 6:00,46
1/24/2015 6:00,47
3/25/2015 6:00,47
4/9/2015 6:00,47
6/23/2015 6:00,47
7/8/2015 6:00,47
8/7/2015 6:00,47
9/21/2015 6:00,47
10/21/2015 6:00,47
11/20/2015 6:00,47
12/20/2015 6:00,47
1/11/2015 6:00,48
3/12/2015 6:00,48
5/11/2015 6:00,48
7/10/2015 6:00,48
7/25/2015 6:00,48
9/8/2015 6:00,48
11/7/2015 6:00,48
3/1/2015 6:00,49
3/16/2015 6:00,49
4/15/2015 6:00,49
5/15/2015 6:00,49
7/14/2015 6:00,49
7/29/2015 6:00,49
9/12/2015 6:00,49
10/12/2015 6:00,49
11/11/2015 6:00,49
11/26/2015 6:00,49
12/26/2015 6:00,49
1/30/2015 6:00,50
4/30/2015 6:00,50
9/12/2015 6:00,50
10/12/2015 6:00,50
1/2/2015 3:00,51
3/2/2015 6:00,51
4/1/2015 6:00,51
5/31/2015 6:00,51
6/30/2015 6:00,51
7/15/2015 6:00,51
9/13/2015 6:00,51
9/28/2015 6:00,51
11/27/2015 6:00,51
12/12/2015 6:00,51
1/19/2015 6:00,52
7/18/2015 6:00,52
8/2/2015 6:00,52
10/31/2015 6:00,52
12/30/2015 6:00,52
3/29/2015 6:00,53
5/13/2015 6:00,53
7/12/2015 6:00,53
10/10/2015 6:00,53
11/9/2015 6:00,53
12/9/2015 6:00,53
1/15/2015 6:00,54
3/31/2015 6:00,54
4/30/2015 6:00,54
6/29/2015 6:00,54
12/26/2015 6:00,54
3/7/2015 6:00,55
4/21/2015 6:00,55
6/5/2015 6:00,55
6/20/2015 6:00,55
8/4/2015 6:00,55
8/19/2015 6:00,55
9/3/2015 6:00,55
12/2/2015 6:00,55
1/2/2015 3:00,56
1/14/2015 6:00,56
3/15/2015 6:00,56
4/14/2015 6:00,56
4/29/2015 6:00,56
6/13/2015 6:00,56
9/26/2015 6:00,56
11/10/2015 6:00,56
11/25/2015 6:00,56
12/25/2015 6:00,56
2/7/2015 6:00,57
11/4/2015 6:00,57
1/2/2015 3:00,58
1/31/2015 6:00,58
5/1/2015 6:00,58
5/16/2015 6:00,58
5/31/2015 6:00,58
7/30/2015 6:00,58
9/28/2015 6:00,58
12/12/2015 6:00,58
1/2/2015 3:00,59
2/4/2015 6:00,59
4/5/2015 6:00,59
5/20/2015 6:00,59
7/19/2015 6:00,59
8/3/2015 6:00,59
8/18/2015 6:00,59
10/17/2015 6:00,59
1/30/2015 6:00,60
4/15/2015 6:00,60
7/29/2015 6:00,60
9/12/2015 6:00,60
2/27/2015 6:00,61
8/11/2015 6:00,61
10/25/2015 6:00,61
11/24/2015 6:00,61
1/13/2015 6:00,62
1/28/2015 6:00,62
5/28/2015 6:00,62
6/27/2015 6:00,62
8/11/2015 6:00,62
12/9/2015 6:00,62
12/24/2015 6:00,62
1/28/2015 6:00,63
3/14/2015 6:00,63
5/13/2015 6:00,63
5/28/2015 6:00,63
7/27/2015 6:00,63
10/25/2015 6:00,63
11/9/2015 6:00,63
1/5/2015 6:00,64
1/20/2015 6:00,64
2/19/2015 6:00,64
4/5/2015 6:00,64
5/5/2015 6:00,64
9/17/2015 6:00,64
10/17/2015 6:00,64
12/31/2015 6:00,64
3/17/2015 6:00,65
5/31/2015 6:00,65
6/30/2015 6:00,65
8/14/2015 6:00,65
9/13/2015 6:00,65
2/18/2015 6:00,66
5/19/2015 6:00,66
10/1/2015 6:00,66
12/15/2015 6:00,66
1/16/2015 6:00,67
3/17/2015 6:00,67
5/31/2015 6:00,67
6/15/2015 6:00,67
7/15/2015 6:00,67
8/29/2015 6:00,67
9/13/2015 6:00,67
9/28/2015 6:00,67
10/13/2015 6:00,67
4/2/2015 6:00,68
8/15/2015 6:00,68
11/28/2015 6:00,68
12/13/2015 6:00,68
1/5/2015 6:00,69
1/20/2015 6:00,69
2/4/2015 6:00,69
4/20/2015 6:00,69
5/20/2015 6:00,69
8/3/2015 6:00,69
8/18/2015 6:00,69
9/2/2015 6:00,69
10/17/2015 6:00,69
11/1/2015 6:00,69
1/28/2015 6:00,70
5/28/2015 6:00,70
7/12/2015 6:00,70
11/9/2015 6:00,70
12/9/2015 6:00,70
1/11/2015 6:00,71
1/26/2015 6:00,71
2/10/2015 6:00,71
2/25/2015 6:00,71
3/12/2015 6:00,71
3/27/2015 6:00,71
4/26/2015 6:00,71
6/10/2015 6:00,71
6/25/2015 6:00,71
7/25/2015 6:00,71
9/23/2015 6:00,71
10/8/2015 6:00,71
3/24/2015 6:00,72
9/5/2015 6:00,72
1/2/2015 3:00,73
1/2/2015 6:00,73
2/16/2015 6:00,73
4/2/2015 6:00,73
4/17/2015 6:00,73
5/2/2015 6:00,73
5/17/2015 6:00,73
7/16/2015 6:00,73
8/30/2015 6:00,73
9/14/2015 6:00,73
11/13/2015 6:00,73
11/28/2015 6:00,73
1/23/2015 6:00,74
3/9/2015 6:00,74
5/8/2015 6:00,74
6/22/2015 6:00,74
7/22/2015 6:00,74
10/20/2015 6:00,74
1/7/2015 6:00,75
2/6/2015 6:00,75
4/7/2015 6:00,75
5/7/2015 6:00,75
6/6/2015 6:00,75
7/21/2015 6:00,75
8/20/2015 6:00,75
9/4/2015 6:00,75
10/19/2015 6:00,75
1/18/2015 6:00,76
2/2/2015 6:00,76
3/4/2015 6:00,76
3/19/2015 6:00,76
4/3/2015 6:00,76
5/3/2015 6:00,76
8/16/2015 6:00,76
9/30/2015 6:00,76
11/29/2015 6:00,76
2/5/2015 6:00,78
2/20/2015 6:00,78
3/7/2015 6:00,78
6/5/2015 6:00,78
7/5/2015 6:00,78
7/20/2015 6:00,78
9/3/2015 6:00,78
11/2/2015 6:00,78
12/17/2015 6:00,78
1/2/2015 3:00,79
3/3/2015 6:00,79
3/18/2015 6:00,79
4/2/2015 6:00,79
5/17/2015 6:00,79
6/16/2015 6:00,79
7/1/2015 6:00,79
9/14/2015 6:00,79
9/29/2015 6:00,79
12/13/2015 6:00,79
1/2/2015 3:00,80
7/12/2015 6:00,80
9/10/2015 6:00,80
11/9/2015 6:00,80
12/9/2015 6:00,80
1/2/2015 6:00,81
1/17/2015 6:00,81
2/16/2015 6:00,81
3/3/2015 6:00,81
4/17/2015 6:00,81
6/16/2015 6:00,81
10/14/2015 6:00,81
12/13/2015 6:00,81
1/28/2015 6:00,82
3/29/2015 6:00,82
5/13/2015 6:00,82
12/9/2015 6:00,82
1/2/2015 3:00,83
1/16/2015 6:00,83
3/17/2015 6:00,83
5/16/2015 6:00,83
5/31/2015 6:00,83
7/15/2015 6:00,83
8/14/2015 6:00,83
8/29/2015 6:00,83
9/13/2015 6:00,83
10/13/2015 6:00,83
11/27/2015 6:00,83
12/27/2015 6:00,83
1/5/2015 6:00,84
2/4/2015 6:00,84
2/19/2015 6:00,84
4/5/2015 6:00,84
7/4/2015 6:00,84
9/2/2015 6:00,84
10/2/2015 6:00,84
1/15/2015 6:00,85
1/30/2015 6:00,85
2/14/2015 6:00,85
5/30/2015 6:00,85
6/29/2015 6:00,85
8/28/2015 6:00,85
9/12/2015 6:00,85
10/12/2015 6:00,85
11/11/2015 6:00,85
12/11/2015 6:00,85
12/26/2015 6:00,85
1/2/2015 3:00,86
1/23/2015 6:00,86
9/5/2015 6:00,86
11/19/2015 6:00,86
1/2/2015 3:00,87
3/13/2015 6:00,87
3/28/2015 6:00,87
4/27/2015 6:00,87
6/26/2015 6:00,87
8/10/2015 6:00,87
8/25/2015 6:00,87
10/24/2015 6:00,87
12/23/2015 6:00,87
1/19/2015 6:00,88
2/3/2015 6:00,88
3/5/2015 6:00,88
4/4/2015 6:00,88
7/3/2015 6:00,88
9/1/2015 6:00,88
11/30/2015 6:00,88
12/30/2015 6:00,88
2/7/2015 6:00,89
3/24/2015 6:00,89
5/23/2015 6:00,89
6/22/2015 6:00,89
7/22/2015 6:00,89
8/21/2015 6:00,89
11/19/2015 6:00,89
1/20/2015 6:00,90
2/19/2015 6:00,90
3/21/2015 6:00,90
4/5/2015 6:00,90
5/20/2015 6:00,90
6/4/2015 6:00,90
8/18/2015 6:00,90
10/2/2015 6:00,90
11/1/2015 6:00,90
12/1/2015 6:00,90
12/31/2015 6:00,90
2/1/2015 6:00,91
4/2/2015 6:00,91
6/16/2015 6:00,91
7/1/2015 6:00,91
9/14/2015 6:00,91
10/29/2015 6:00,91
2/19/2015 6:00,92
4/20/2015 6:00,92
5/20/2015 6:00,92
7/4/2015 6:00,92
8/18/2015 6:00,92
9/2/2015 6:00,92
10/2/2015 6:00,92
12/1/2015 6:00,92
3/17/2015 6:00,93
4/1/2015 6:00,93
4/16/2015 6:00,93
5/1/2015 6:00,93
5/16/2015 6:00,93
6/30/2015 6:00,93
1/2/2015 3:00,94
1/8/2015 6:00,94
2/22/2015 6:00,94
3/9/2015 6:00,94
5/8/2015 6:00,94
5/23/2015 6:00,94
8/21/2015 6:00,94
10/20/2015 6:00,94
11/19/2015 6:00,94
12/19/2015 6:00,94
2/19/2015 6:00,95
3/21/2015 6:00,95
4/20/2015 6:00,95
5/5/2015 6:00,95
6/4/2015 6:00,95
8/18/2015 6:00,95
9/17/2015 6:00,95
10/17/2015 6:00,95
12/31/2015 6:00,95
2/17/2015 6:00,96
5/3/2015 6:00,96
7/17/2015 6:00,96
8/31/2015 6:00,96
12/29/2015 6:00,96
1/24/2015 6:00,97
5/9/2015 6:00,97
7/8/2015 6:00,97
7/23/2015 6:00,97
9/6/2015 6:00,97
10/21/2015 6:00,97
11/20/2015 6:00,97
1/30/2015 6:00,98
2/14/2015 6:00,98
3/1/2015 6:00,98
4/15/2015 6:00,98
4/30/2015 6:00,98
5/15/2015 6:00,98
5/30/2015 6:00,98
6/14/2015 6:00,98
6/29/2015 6:00,98
7/29/2015 6:00,98
8/13/2015 6:00,98
8/28/2015 6:00,98
10/27/2015 6:00,98
11/26/2015 6:00,98
1/2/2015 3:00,99
1/18/2015 6:00,99
2/2/2015 6:00,99
2/17/2015 6:00,99
3/4/2015 6:00,99
3/19/2015 6:00,99
4/3/2015 6:00,99
4/18/2015 6:00,99
5/3/2015 6:00,99
5/18/2015 6:00,99
6/2/2015 6:00,99
7/2/2015 6:00,99
7/17/2015 6:00,99
8/1/2015 6:00,99
8/31/2015 6:00,99
10/15/2015 6:00,99
10/30/2015 6:00,99
11/29/2015 6:00,99
12/14/2015 6:00,99
2/12/2015 6:00,100
9/10/2015 6:00,100
12/9/2015 6:00,100
